,phrase,contaminant,date,city,county,main city,main county,title,page_url
95," A new test found lead levels to be normal, he said.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
96," The test, taken in December from two random classrooms, showed no traces of lead.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
97," If young children are attending schools that had problems with lead in the water in the past, Hertz-Picciotto said the campuses should be monitored until school officials can document they have replaced the old plumbing.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
98," “If faucets and valves are of the old type, you would expect to periodically find lead in the system,” she said.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
99," Last month, the State Water Resources Control Board said it would require the state’s more than 3,000 community water systems to offer free lead testing to schools.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
100," In August, the Sacramento County Water Agency contacted all the school districts within its boundaries to test schools for lead and copper.",lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
101, Test results showed that all of the schools had lead levels below the threshold established by the EPA.,lead,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
102,htmlWestport Elementary School in the Ceres Unified School District has a filtration system on campus to remove uranium after high levels were discovered in the well water several years ago.,uranium,"February 11, 2017",['davis'],[],davis,,Most Sacramento area schools do not test drinking water for lead - Community Water Center,https://www.communitywatercenter.org/most_sacramento_area_schools_do_not_test_for_lead
103,", where lead contamination made headlines, “a drinking water crisis” in California also exists involving tap water contaminated with nitrates, arsenic and disinfection byproducts, said Laurel Firestone, co-director of the Community Water Center, which began in Visalia and has an office in Sacramento.",arsenic,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
104," The fund could help fix water systems that have either man-made or natural contamination – the arsenic in the water supply for Kettleman City is naturally occurring, for instance.",arsenic,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
105,", where lead contamination made headlines, “a drinking water crisis” in California also exists involving tap water contaminated with nitrates, arsenic and disinfection byproducts, said Laurel Firestone, co-director of the Community Water Center, which began in Visalia and has an office in Sacramento.",nitrate,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
106,"”The issue affects low-income communities disproportionately, and nitrate contamination disproportionately affects Latino communities, Firestone said.",nitrate,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
107,"Assemblyman Devon Mathis, R-Visalia, whose district includes East Porterville where wells ran dry in the drought and where nitrates have been found in drinking water, issued a statement.",nitrate,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
108,"“There are people coming down with rashes due to nitrates in the water,” she said.",nitrate,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
109,"The advocacy groups did not specifically mention agriculture at a news conference Tuesday but “we know we can’t solve the nitrate problem without agriculture being part of the solution,” said Jenny Rempel, director of education and engagement for Community Water Center, following the news conference.",nitrate,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
110,", where lead contamination made headlines, “a drinking water crisis” in California also exists involving tap water contaminated with nitrates, arsenic and disinfection byproducts, said Laurel Firestone, co-director of the Community Water Center, which began in Visalia and has an office in Sacramento.",nitrates,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
111,"Assemblyman Devon Mathis, R-Visalia, whose district includes East Porterville where wells ran dry in the drought and where nitrates have been found in drinking water, issued a statement.",nitrates,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
112,"“There are people coming down with rashes due to nitrates in the water,” she said.",nitrates,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
113,", where lead contamination made headlines, “a drinking water crisis” in California also exists involving tap water contaminated with nitrates, arsenic and disinfection byproducts, said Laurel Firestone, co-director of the Community Water Center, which began in Visalia and has an office in Sacramento.",lead,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
114,"“We are calling on state leaders to create a safe and affordable drinking water fund to ensure all communities have access to safe drinking water,” she said.",lead,"February 10, 2017","['fresno', 'tulare', 'davis', 'porterville']",['tulare'],fresno,tulare,Clean Water Advocates Have a Solution - Community Water Center,https://www.communitywatercenter.org/clean_water_advocates_have_a_solution
115,"The tiny community of San Lucas, eight miles southeast of King City where the Salinas Valley floor rises and begins to fade into hills, has been on bottled water restrictions since October 2016 after two tests found the well supplying drinking water had elevated levels of nitrates.",nitrate,"February 10, 2017","['salinas', 'san lucas']",[],san lucas,,Tap water in San Lucas is again unsafe to drink. - Community Water Center,https://www.communitywatercenter.org/san_lucas_tap
116,”San Lucas was on bottled water restrictions from 2011-14 after a different well supplying water to the community was found to have levels of nitrates that exceeded state and federal standards.,nitrate,"February 10, 2017","['salinas', 'san lucas']",[],san lucas,,Tap water in San Lucas is again unsafe to drink. - Community Water Center,https://www.communitywatercenter.org/san_lucas_tap
